ID	center_name	center_inform	center_intro	center_program
268	해피스쿨지역아동센터	경상북도 경산시 경산로16길 2-7 (옥곡동) 2-7, 1층 (옥곡동) 053-813-5545 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~		
269	해평지역아동센터	경상북도 구미시 강동로 1697-0 해평면 054-474-5231 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 09:00 ~ 18:00 토요일 : 09:00 ~ 02:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
270	해찬솔지역아동센터	전라남도 해남군 성동2길 3-8 061-533-7935 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
271	해인지역아동센터	인천광역시 계양구 경명대로1045번길 21-5 3층 계산동 032-543-8004 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~ 11174018	해인지역아동센터는 저소득층 가정, 한부모 가정, 맞벌이 부부 가정 등 부모의 부재로 인해 방치되는 아이들에게 다양한 학습과 문화체험, 무료급식을 목적으로 운영하고 있습니다.  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
272	해와달지역아동센터	인천광역시 동구 화수로 67-1 032-765-0186 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
273	해오름지역아동센터	충청남도 천안시 서북구 서북구 성진로 716 041-585-4320 이용시간 학기중 : 10:00 ~ 19:30 방학중 : 08:30 ~ 18:00 토요일 : 09:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
274	해오름지역아동센터	광주광역시 광산구 송도로 210 2층 (도산동) 062-944-4309 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
275	해오름지역아동센터	경상북도 포항시 남구 일월로56번길 48-3 054-284-5857 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:30 ~ 17:30 토요일 : 09:30 ~ 14:30	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
276	해오름지역아동센터	부산광역시 북구 시랑로 122 구포동 (구포동) 051-336-2267 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 10:00 ~ 14:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
277	해오름지역아동센터	부산광역시 금정구 서명로 9(서동) 051-525-9797 이용시간 학기중 : 10:00 ~ 20:30 방학중 : 10:00 ~ 20:30 토요일 : ~		
278	해오름지역아동센터	경기도 부천시 안곡로16번길 34 해오름 (괴안동) 032-347-4507 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 10:00 ~ 15:00		
279	해오름지역아동센터	강원도 동해시 선돌길 10 033-521-8268 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 08:00 ~ 20:00 토요일 : 11:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
280	해오름지역아동센터	강원도 영월군 중리1길 43 033-373-0013 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 09:00 ~ 22:00 토요일 : 10:00 ~ 15:00	해오름지역아동센터는 이땅의 모든 아동이 건강한 보호와 관심아래 자유롭게 자기의 꿈을 키워 갈수 있는 사회 , 나눔을 통해 모두가 풍요로운, 빈곤없는 사회를 우리는 소망합니다.     	보호프로그램 - 5대 교육, 생활보&생활안전 지도, 급식지도, 문화프로그램 - 영화관람, 스키체험, 숲체험, 애버랜드, 글램핑 체험 등 정서프로그램 - 미술치료, 도자기교실 교육프로그램 - 개별학습 및 수준별 영어&수학 , 저학년&고학년 미술아 놀자, NIE독서 리더십교실 지역사회연계 프로그램 - 수어통역센터&수어교실, 보건소& 건강한 새싹 만들기, 강원도 교육지원청& 요리교실"꼬마 쉐~프" 세계민속박물관& 뮤지컬"춤추는 알로하"  
281	해오름지역아동센터	경기 안산시 상록구 매화로3길 28 (이동) 201호 031-417-2345 이용시간 학기중 : 10:30 ~ 19:30 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
282	해오름지역아동센터	경기도 안양시 만안구 만안구 안양로 468-0 25-6 경일아파트상가 1, 2층 석수동 031-473-0992 이용시간 학기중 : 10:00 ~ 19:30 방학중 : 10:00 ~ 19:30 토요일 : 10:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
283	해오름지역아동센터	경상남도 거제시 읍내로6길 11 055-633-0574 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	우리 지역아동센터는 만연하는 가정의 해체와 위기 속에서 아동들을 돕기 위한 아동복지시설입니다. 특히 그 아동들의 성장에 필수적인 소중한 어머니의 역할을 지원하고 돕기 위해 설립되었습니다. 그래서 어려운 현실여건에도 불구하고 아동들의 대가정으로써의 지역아동센터, 아동들의 어머니로서의 생활복지사를 자처하게 되었습니다. 우리 지역아동센터가 문을 연지도 만 10년을 넘어섰습니다. 그동안 센터가 설립되고 운영되어온 지난날을 되돌아보며 지역아동센터의 건강한 발전의 길이 어디에 있는가를 다시 생각해보게 됩니다. 그것은 다름 아닌 ‘아주 작고 보잘것없어 보이는 생명 하나라도 하느님이 내고 키운다’는 믿음입니다. 하물며 사람의 일이야 어찌 달리 생각할 수 있겠습니까. 우리 아이, 네 아이가 따로 있는 것이 아니라, 모두 하늘의 아이들일 뿐입니다. 그러므로 우리의 계획에 앞서 하늘이 보이지 않는 손길을 통해 센터의 아동들을 보살피고 있음을 깨닫게 됩니다.   	아동들의 건강한 인성 발달을 위하여 문화적 소외를 극복할 다양한 체험을 제공함으로써 건강한 공동체 정신을 기르고, 아동의 학대나 사회적 방임에서 보호하며, 우리 민속전통문화를 이해하고 계승하는 데 목표를 두고 지역사회 여러 단체와 연계하여 아동복지를 달성하는 데 주력하고 있습니다.   
284	해오름지역아동센터	경기도 남양주시 양지로240번길 38 양지e편한세상 205동 103호 (이편한세상아파트) 031-516-5252 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 18:00 토요일 : ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
285	해오름지역아동센터	서울특별시 송파구 백제고분로40길 23, 2층 (석촌동) (석촌동) 02-413-7661 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
286	해오름지역아동센터	서울 동작구 양녕로27길 23 (상도동,두영) 5층 02-822-7171 이용시간 학기중 : 9 ~ 9 방학중 : 9 ~ 9 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
287	해오름꿈터지역아동센터	강원도 원주시 백간길 16 103동 1층 (단계동, 원주봉화산주공아파트) 033-744-2107 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
288	해송지역아동센터	서울특별시 종로구 낙산성곽동길 59-10 창신동 02-762-9201 이용시간 학기중 : 10:00 ~ 07:00 방학중 : 10:00 ~ 07:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
289	해솔지역아동센터	경기도 광명시 너부대로 40 3층 (광명동) 02-2619-4131 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	◆ 보호프로그램 - 급식지도, 위생건강지도, 안전귀가지도, 5대의무 안전교육 등 ◆ 교육프로그램 - 숙제지도, 기초학습(문제집풀이), 영어, 랭귀지, 한자, 축구, 독서, I-LEAGUE, 오리엔티어링 등 ◆ 문화프로그램 - 겨울캠프, 여름캠프, 체육대회, 체험학습 등 ◆ 정서지원프로그램 - 아동, 부모 상담, 보호자교육 등 ◆ 지역사회연계프로그램 - 전문기관(복지단체) 연계, 후원자 관리 등   
290	해솔지역아동센터	광주광역시 남구 광복마을3길 25-0 상가2층 진월동, 삼송아파트 062-653-6710 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 09:30 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
291	해솔지역아동센터	서울 관악구 구암길 10 (봉천동)2층 02-6032-3288 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
292	해솔지역아동센터	부산광역시 동구 망양로 854 3층 해솔지역아동센터 (좌천동) 051-635-5300 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 08:30 ~ 17:30 토요일 : ~	저희 해솔지역아동센터는 부산 동구 좌천동에 위치하고 있습니다. 2018년 10월 17일에 개소를 하였으며 21명 정원인 방과후 돌봄기관입니다.   	
293	해솔지역아동센터	경상남도 창원시 의창구 소계로 131-7 2층 해솔지역아동센터 (소계동) 055-251-3770 이용시간 학기중 : 10:30 ~ 19:30 방학중 : 09:30 ~ 18:30 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
294	해솔지역아동센터	충남 천안시 동남구 개목8길 9, 2층 (봉명동,금풍마트) 041-592-2662 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
295	해솔지역아동센터	인천광역시 계양구 봉오대로531번길 6-9 해솔지역아동센터 (효성동) 032-542-1254 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
296	해성지역아동센터	서울특별시 관악구 봉천2동 1703 동아아파트 상가 3층 306호 02-872-8591 이용시간 학기중 : 09:00 ~ 21:00 방학중 : 09:00 ~ 21:00 토요일 : 13:00 ~ 17:00	서울시 관악구 봉천고개에 위치한 '해성지역아동센터'입니다. 국가 인정 비영리 단체로, 한부모, 차상위, 수급자, 다문화 가정 아이들이 꿈을 키워나가는 소중한 공간입니다. 현재 자원봉사자 선생님들을 중심으로 사랑으로 교육하고 있습니다.  * 종합복지서비스 제공 현황(2020년 기준) - 교육: 기초학습, 영어, 받아쓰기, 자율학습지도, 멘토링 학습지도 등 - 특기적성: 음악, 미술, 우쿨렐레 프로그램 - 문화: 연극, 영화 관람, 여름캠프, 전시관 관람 활동 - 정서: 아동 및 보호자 상담서비스, 사회성 및 정서 관련 프로그램 - 지역사회 연계 서비스: 양지병원 무료건강검진, 관악구보건소 무료구강검진, 자원봉사 및 실습지도, 다양한 민간 및 공공기관 연계 사업 진행 	▶ 보 호 ◀ 아동의 방임·사고·결식·비행 예방을 위한 무료 급·간식 제공, 야간보호, 토요보호  ▶ 교 육 ◀ 아이들의 꿈이 자라나는 재능계발 수준별·학년별 학습 및 독서지도, 영어, 축구, 음악, 우쿨렐레, 미술 등 다양한 특기적성 프로그램 지원  ▶ 문 화 ◀ 다방면의 견문을 넓혀 전인적 발달을 돕는 연1회 3박4일 힐링캠프, 다양한 외부문화체험활동  ▶ 정서 ◀ 아동 및 가정의 문제해결을 위한 상담 및 개별 사례관리, 사회성발달 프로그램, 아동 및 연고자 상담 진행  ▶ 지역사회연계 ◀ 다양한 자원 연계로 양질의 프로그램 제공 숭실대, 서울대 등 학습지도 봉사연계, 봉천종합복지관 연계 사례관리 및 지역 내 인적, 물적자원 활용  
297	해비타트지역아동센터	충청남도 아산시 온천대로207번길 21-0 도고면, 화합의마을 041-543-6744 이용시간 학기중 : 10:30 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	아이들은 꿈을 꾸며 자랍니다.  희망이 되는 격려의 꿈, 현실이 되는 용기의 꿈으로  꿈동이들의 재잘대는 웃음소리가 가득한 해비타트지역아동센터입니다.   	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
298	해봄지역아동센터	부산광역시 해운대구 신반송로 200 주공나상가 201, 202, 203, 204, 207호 반송동 (반송동,주공아파트) 051-542-1391 이용시간 학기중 : 09:00 ~ 19:00 방학중 : 09:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
299	해봄지역아동센터	울산광역시 남구 돋질로 126 3층 (달동) 052-268-2823 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
300	해바라기지역아동센터	충청남도 천안시 동남구 봉서9길 17-8 봉명동 (봉명동) 041-579-8047 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
301	해바라기지역아동센터	제주 제주시 구좌읍 평대13길 46 064-782-1742 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 09:00 ~ 18:00 토요일 : 10:00 ~ 16:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
302	해바라기지역아동센터	대구광역시 달성군 다사읍서재로30길 17(보성상가3층302호) 053-585-8663 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~ 00:00	<p>단체명: 해바라기지역아동센터&amp;lp&gt;&lp><p>설립목적: 지역사회 아동의 보호, 교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 종합적인 아동복지서비스를 제공하여 아동의 건전한 육성을 도모한다&amp;lp&gt;&lp><p>&nbsp;&amp;lp&gt;&lp> 	■보호프로그램  1) 급•간식프로그램 *내용: 학기 중 : 저녁 급식/ 방학 중: 점심 급식 *목적 및 기대효과: 균형적인 급식과 간식을 제공하여 건강한 신체의 발달을 돕는다.  2) 일상생활 교육 및 위생지도 *내용: 예절 교육, 인터넷 중독예방교육, 바른말 고운 말 교육, 식중독 예방 교육  3) 5대 의무교육 *내용: 교통안전 관련 지식, 실천교육, 각종 재난 예방 및 대처 교육, 실종 유괴 예방 및 대처 교 육, 약물중독, 금연, 음주교육, 성교육 및 성폭력 예방 및 대처교육 *목적 및 기대효과: 생활상의 올바른 성장을 돕는다.  ■학습 프로그램 1) 아동자치회의, 개인별학습지도, 특별학습, 체육활동 *내용: 센터운영 참여를 통한 권리 성 증진, 숙제지도, 수학이 주를 이루는 학습지도, 지역사회를 연계한 미술학습, 문화학습, 음악학습 프로그램, 태권도 줄넘기를 통한 체육프로그램 *목적 및 기대효과 :학습능력을 고취시키고 다양한 학습기회를 제공한다.  ■문화프로그램 1)놀이 및 문화체험  2)집단캠프 *내용: 영화/ 뮤지컬 관람, 박물관 관람, 여름철/겨울철 놀이, 집단학습체험 *목적 및 기대효과: 건전한 놀이터와 함께하는 문화 체험기회를 제공한다.  ■정서프로그램 1)음악 *내용: 음악감상, 악기연주, 노래부르기, 음악을 듣고 신체적 리듬 표현하기 *목적 및 기대효과: 표현력과 자신감을 기르고 여러 가지 활동을 통해 감성을 키우려고 하오니 승인을 요청합니다.  2)전통놀이 *내용: 다도, 비석치기, 고누놀이, 윷놀이, 상륙게임, 바르게 절하기 *목적 및 기대효과: 전통놀이의 유래를 알고 직접 체험해보면서 집중력 향상과 정서적 안정을 도모한다. 3)보드게임 *내용: 카드, 퍼즐, 우봉고, 프레젠트, 만칼라 등의 보드게임 용구를 이용 하여 게임 *목적 및 기대효과: 보드게임을 통해 아이들의 두뇌발달, 상상력 증진, 협동심을 증진  ■교육프로그램 1)댄스 *내용: 스트레칭, 최신 댄스 동작 배우기 *목적 및 기대효과: 댄스의 동작을 익혀 리듬감을 형성 하고 자신감을 향상  2)오카리나 *내용: 오카리나 초급반과 중급반으로 나누어 다양한 음악을 오카리나로 연주한다. *목적 및 기대효과: 아이들의 음악적 감각이 향상되고 오카리나로 다양한 연주를 할 수 있다.  3)요리짱 교실(매월 둘 째주 화요일)  
303	해바라기지역아동센터	인천광역시 서구 열우물로 247 509호 (가좌동) 032-581-4043 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 10:00 ~ 22:00 토요일 : ~ 00:00		
304	해바라기지역아동센터	광주광역시 광산구 소촌로152번길 5 상가동 208-201 해바라기지역아동센터(2층) (소촌동, 스위트밸리2차아파트) 062-944-8004 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
305	해바라기지역아동센터	부산광역시 북구 만덕1로 49 상가동 303호(만덕동, 만덕3휴먼시아아파트) (만덕동,만덕3휴먼시아) 051-333-1621 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~	우리 해바라기지역아동센터는 부산시 북구 만덕1동에 소재하고 있습니다. 이곳에서는 구만덕이라고 하고, 1975년 부산시에서 동구 초량동 철거민들을 이곳으로 이주시킨 곳이라고 합니다. 이곳도 현재 주거환경개선사업으로 인해 재개발사업이 진행되고 있습니다. 우리 센터는 2007년 4월24일 /만덕동 812-43번지에 임대로 해바라기지역아동센터를 신고하였으나 .....주거환경개선사업의 영향으로 약700m미터 이전하여 2011년 12월3일 / 만덕동 954번지 만덕3휴먼시아파츠 상가303호로 이전 주위의 환경이 부산에서도 이런 아기자기한 곳이 있나 할 정도로 정감이 있는 동네이지만 이곳도 재가발의 영향으로 그런 동네 분위기는 점점 없어지고 있습니다. 그래도 만덕동 아이들은 근래 보기 드물게 밝은 아이들이랍니다.  	⋅보호프로그램: 방과후 아동보호, 생활지도, 위생 지도, 급식제공 등 ⋅교육프로그램: 숙제 및 학습지도, 예체능교육, 피아노교실, 통기타교실, 체육교실 ⋅문화프로그램: 문화체험, 견학, 캠프 등 ⋅정서지원프로그램: 상담, 부모교육, 가족상담, 결연후원, 가족기능강화프로그램, 원예프로그램, 소통과 나눔 ⋅지역자원연계프로그램: 지역내 인적, 물적자원연 계프로그램 등  
306	해바라기지역아동센터	충청북도 청주시 흥덕구 증안로22번길 19-8 1층 (복대동) 043-232-8500 이용시간 학기중 : 10:00 ~ 20:30 방학중 : 10:00 ~ 20:30 토요일 : 10:00 ~ 14:30	서부지역아동센터  신고일 : 2017년 2월 7일 소재지 : 청주시 흥덕구 서부로 1223번길 68-1 연락처 : 043)232-8500 신고정원 : 20명     야간보호  - 운영시간 : 학기중, 방학중 11:00 ~ 22:00(밤 10시)     ♦ 서부지역아동복지 '사업목표' ♦   정신적, 육체적, 사회적으로 건강한 아동 자신을 존중하고 다른 사람을 인정하며 더불어 생활하는 태도의 아동 자기의 생각을 당당하게 주장할 수 있는 자신감 넘치는 아동 학습능력과 문제해결 능력이 향상되도록 노력하는 아동 자연과 예술작품에 관심을 가지고 창의적으로 표현할 수 있는 아동 스스로 행복의 조건을 만들어가는 긍정적인 아동 	
307	해밀지역아동센터	서울 송파구 문정로 259 (오금동,송학빌딩)401호 02-401-1557 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
308	해밀지역아동센터	경상북도 포항시 남구 대도동 132번지 27호 (대도동)132-27 054-275-4065 이용시간 학기중 : 01:00 ~ 19:00 방학중 : 09:00 ~ 19:00 토요일 : 09:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
309	해밀지역아동센터	경기 남양주시 오남읍 경복대로17번길 61-11 1층 070-7755-9881 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
310	해밀지역아동센터	전북 익산시 서동로12길 13 (동산동) 063-854-1052 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	해밀지역아동센터는 전북 익산시 동산동에 위치해 있으며, 이곳은 옛지명이 말랭이로 과거 판자촌으로 유명한 지역이며 현재도 영구임대아파트와 소규모 아파트들이 밀집 되어 있고 다문화 및 조손, 한부모 가족등이 많이 분포되어 있어 지역내 돌봄이 반드시 필요한 지역적 특성이 있습니다. 이에 해밀지역동센터는 지역내 돌봄이 반드시 필요한 아이들에게 꿈과 희망과 사랑을 만들어 가는 작은 공동체 입니다.  	
